id,category,product_name
7848,electronics,iPhone 14
7849,electronics,MacBook Pro
7850,electronics,Samsung Galaxy S22
7851,toys,Rubik’s Cube
7852,books,Moby Dick
7853,food,M&M’s
7854,food,Peanut Butter
7855,toys,Teddy Bear
7856,food,Sprite
7857,sports,Trek Mountain Bike
7858,food,Coca-Cola
7859,food,Nutella
7860,electronics,Sony WH-1000XM4
7861,books,1984
7862,electronics,Dell XPS 13
7863,sports,Trek Mountain Bike
7864,electronics,GoPro Hero 10
7865,toys,Barbie Dreamhouse
7866,sports,Titleist Golf Balls
7867,toys,Lego Classic Set
7868,clothing,Columbia Fleece
7869,electronics,Sony WH-1000XM4
7870,electronics,Fitbit Versa 3
7871,sports,Nike Soccer Ball
7872,clothing,Adidas T-shirt
7873,toys,Teddy Bear
7874,books,Harry Potter
7875,clothing,Columbia Fleece
7876,books,The Lord of the Rings
7877,sports,Spalding Basketball
7878,sports,Adidas Running Shoes
7879,electronics,Amazon Echo
7880,electronics,Kindle Paperwhite
7881,books,The Da Vinci Code
7882,books,The Catcher in the Rye
7883,food,M&M’s
7884,sports,Titleist Golf Balls
7885,toys,Jenga
7886,electronics,Canon EOS R5
7887,books,The Catcher in the Rye
7888,electronics,PlayStation 5
7889,toys,Rubik’s Cube
7890,electronics,GoPro Hero 10
7891,food,Red Bull
7892,electronics,Dell XPS 13
7893,toys,UNO Cards
7894,electronics,Sony WH-1000XM4
7895,clothing,Tommy Hilfiger Polo
7896,clothing,H&M Hoodie
7897,sports,Nike Soccer Ball
7898,clothing,Reebok Tracksuit
7899,sports,Spalding Basketball
7900,food,Sprite
7901,electronics,Nintendo Switch
7902,food,Pepsi
7903,toys,Monopoly Board Game
7904,books,Pride and Prejudice
7905,clothing,Uniqlo Shirt
7906,electronics,Dell XPS 13
7907,books,The Great Gatsby
7908,electronics,iPhone 14
7909,food,Coca-Cola
7910,sports,Nike Soccer Ball
7911,books,To Kill a Mockingbird
7912,electronics,Samsung Galaxy S22
7913,clothing,Levi’s Jeans
7914,electronics,Amazon Echo
7915,toys,Hot Wheels Track
7916,food,Sprite
7917,clothing,Calvin Klein Underwear
7918,food,Doritos
7919,electronics,Kindle Paperwhite
7920,food,Twix
7921,toys,Rubik’s Cube
7922,toys,Nerf Blaster
7923,clothing,Under Armour Shorts
7924,food,Red Bull
7925,books,Pride and Prejudice
7926,toys,Hot Wheels Track
7927,toys,Nerf Blaster
7928,books,War and Peace
7929,electronics,Kindle Paperwhite
7930,books,The Hobbit
7931,toys,Crayola Art Set
7932,books,The Da Vinci Code
7933,electronics,Samsung Galaxy S22
7934,food,Pepsi
7935,books,The Da Vinci Code
7936,food,Snickers Bar
7937,food,Nutella
7938,clothing,Zara Dress
7939,clothing,Levi’s Jeans
7940,books,Animal Farm
7941,sports,Titleist Golf Balls
7942,clothing,Levi’s Jeans
7943,clothing,Levi’s Jeans
7944,sports,Mizuno Volleyball
7945,food,Coca-Cola
7946,clothing,Patagonia Vest
7947,toys,UNO Cards
7948,food,Peanut Butter
7949,sports,Franklin Baseball Bat
7950,electronics,Surface Pro 8
7951,toys,Play-Doh Set
7952,toys,Teddy Bear
7953,clothing,Levi’s Jeans
7954,toys,Rubik’s Cube
7955,electronics,PlayStation 5
7956,food,Heinz Ketchup
7957,toys,Nerf Blaster
7958,food,Pepsi
7959,toys,UNO Cards
7960,books,Harry Potter
7961,electronics,Canon EOS R5
7962,sports,Bauer Hockey Stick
7963,sports,Molten Handball
7964,electronics,Surface Pro 8
7965,food,Oreo Cookies
7966,food,Red Bull
7967,books,The Catcher in the Rye
7968,electronics,Dell XPS 13
7969,clothing,Columbia Fleece
7970,books,To Kill a Mockingbird
7971,books,Animal Farm
7972,electronics,GoPro Hero 10
7973,electronics,Samsung Galaxy S22
7974,electronics,Sony WH-1000XM4
7975,clothing,Uniqlo Shirt
7976,books,The Da Vinci Code
7977,books,Moby Dick
7978,books,To Kill a Mockingbird
7979,food,Pepsi
7980,toys,UNO Cards
7981,books,Dune
7982,books,The Hobbit
7983,electronics,MacBook Pro
7984,books,Dune
7985,books,Animal Farm
7986,clothing,Under Armour Shorts
7987,electronics,Amazon Echo
7988,electronics,Amazon Echo
7989,food,KitKat
7990,toys,Beyblade
7991,food,Pepsi
7992,electronics,Canon EOS R5
7993,electronics,MacBook Pro
7994,books,1984
7995,electronics,Fitbit Versa 3
7996,electronics,Sony WH-1000XM4
7997,food,Peanut Butter
7998,books,The Hobbit
7999,toys,Furby
8000,toys,Rubik’s Cube
8001,toys,Furby
8002,books,Moby Dick
8003,toys,RC Car
8004,food,Pringles Original
8005,food,Sprite
8006,sports,Nike Soccer Ball
8007,toys,Furby
8008,books,The Catcher in the Rye
8009,food,Pepsi
8010,books,Moby Dick
8011,food,Twix
8012,toys,Crayola Art Set
8013,toys,RC Car
8014,sports,Everlast Boxing Gloves
8015,sports,Adidas Running Shoes
8016,sports,Yonex Badminton Racket
8017,clothing,Adidas T-shirt
8018,toys,Rubik’s Cube
8019,books,War and Peace
8020,clothing,Nike Air Max
8021,toys,Monopoly Board Game
8022,toys,Nerf Blaster
8023,books,The Great Gatsby
8024,electronics,Apple Watch Series 7
8025,toys,Transformers Action Figure
8026,books,The Great Gatsby
8027,food,Pepsi
8028,sports,Wilson Tennis Racket
8029,clothing,Puma Sneakers
8030,electronics,Dell XPS 13
8031,electronics,Nintendo Switch
8032,electronics,Sony WH-1000XM4
8033,food,Twix
8034,sports,Salomon Ski Boots
8035,books,The Great Gatsby
8036,food,Sprite
8037,clothing,Uniqlo Shirt
8038,sports,Nike Soccer Ball
8039,sports,Molten Handball
8040,books,Dune
8041,sports,Adidas Running Shoes
8042,toys,Rubik’s Cube
8043,food,Peanut Butter
8044,toys,Beyblade
8045,toys,Hot Wheels Track
8046,clothing,Zara Dress
8047,toys,Barbie Dreamhouse
8048,food,KitKat
8049,sports,Molten Handball
8050,food,Doritos
8051,books,1984
8052,sports,Spalding Basketball
8053,sports,Molten Handball
8054,sports,Everlast Boxing Gloves
8055,toys,Rubik’s Cube
8056,books,War and Peace
8057,sports,Franklin Baseball Bat
8058,toys,Beyblade
8059,clothing,Columbia Fleece
8060,toys,Barbie Dreamhouse
8061,food,Pepsi
8062,books,The Alchemist
8063,clothing,Uniqlo Shirt
8064,books,The Great Gatsby
8065,food,Sprite
8066,books,The Great Gatsby
8067,electronics,Amazon Echo
8068,toys,Rubik’s Cube
8069,toys,Teddy Bear
8070,toys,Transformers Action Figure
8071,toys,Transformers Action Figure
8072,sports,Salomon Ski Boots
8073,sports,Adidas Running Shoes
8074,sports,Mizuno Volleyball
8075,sports,Yonex Badminton Racket
8076,toys,Jenga
8077,food,Lays Classic Chips
8078,toys,Beyblade
8079,books,1984
8080,clothing,Calvin Klein Underwear
8081,food,KitKat
8082,clothing,Levi’s Jeans
8083,sports,Titleist Golf Balls
8084,electronics,Kindle Paperwhite
8085,sports,Nike Soccer Ball
8086,books,The Da Vinci Code
8087,books,Moby Dick
8088,clothing,Puma Sneakers
8089,electronics,Kindle Paperwhite
8090,toys,Teddy Bear
8091,electronics,Samsung Galaxy S22
8092,clothing,Under Armour Shorts
8093,food,KitKat
8094,food,Nutella
8095,food,Snickers Bar
8096,clothing,Puma Sneakers
8097,electronics,Nintendo Switch
8098,clothing,H&M Hoodie
8099,electronics,Samsung Galaxy S22
8100,sports,Speedo Swim Goggles
8101,clothing,North Face Jacket
8102,toys,Jenga
8103,electronics,Canon EOS R5
8104,books,The Catcher in the Rye
8105,clothing,North Face Jacket
8106,clothing,H&M Hoodie
8107,sports,Molten Handball
8108,electronics,Kindle Paperwhite
8109,electronics,MacBook Pro
8110,electronics,GoPro Hero 10
8111,electronics,Nintendo Switch
8112,food,Sprite
8113,toys,Monopoly Board Game
8114,clothing,Reebok Tracksuit
8115,clothing,H&M Hoodie
8116,clothing,Calvin Klein Underwear
8117,toys,Lego Classic Set
8118,food,Lays Classic Chips
8119,books,The Great Gatsby
8120,electronics,MacBook Pro
8121,books,1984
8122,electronics,iPhone 14
8123,clothing,Gap Sweater
8124,sports,Trek Mountain Bike
8125,electronics,Surface Pro 8
8126,sports,Yonex Badminton Racket
8127,sports,Rawlings Baseball Glove
8128,clothing,Calvin Klein Underwear
8129,clothing,Uniqlo Shirt
8130,toys,Nerf Blaster
8131,books,Pride and Prejudice
8132,clothing,Calvin Klein Underwear
8133,sports,Nike Soccer Ball
8134,electronics,Canon EOS R5
8135,sports,Titleist Golf Balls
8136,clothing,Patagonia Vest
8137,toys,Beyblade
8138,clothing,Zara Dress
8139,toys,Jenga
8140,clothing,Tommy Hilfiger Polo
8141,books,Harry Potter
8142,sports,Speedo Swim Goggles
8143,books,To Kill a Mockingbird
8144,sports,Adidas Running Shoes
8145,toys,Crayola Art Set
8146,clothing,Uniqlo Shirt
8147,food,Peanut Butter
8148,toys,Transformers Action Figure
8149,toys,Jenga
8150,food,Red Bull
8151,books,To Kill a Mockingbird
8152,electronics,GoPro Hero 10
8153,clothing,H&M Hoodie
8154,food,Peanut Butter
8155,sports,Nike Soccer Ball
8156,sports,Franklin Baseball Bat
8157,sports,Wilson Tennis Racket
8158,books,The Lord of the Rings
8159,food,Red Bull
8160,books,Brave New World
8161,books,Harry Potter
8162,toys,Teddy Bear
8163,food,KitKat
8164,toys,Furby
8165,toys,Lego Classic Set
8166,sports,Everlast Boxing Gloves
8167,books,The Great Gatsby
8168,sports,Titleist Golf Balls
8169,electronics,Google Nest Hub
8170,food,Red Bull
8171,sports,Franklin Baseball Bat
8172,electronics,MacBook Pro
8173,books,The Lord of the Rings
8174,toys,Crayola Art Set
8175,sports,Everlast Boxing Gloves
8176,clothing,Tommy Hilfiger Polo
8177,clothing,North Face Jacket
8178,electronics,PlayStation 5
8179,books,Brave New World
8180,electronics,Nintendo Switch
8181,toys,Rubik’s Cube
8182,food,Sprite
8183,food,Lays Classic Chips
8184,sports,Trek Mountain Bike
8185,toys,Nerf Blaster
8186,food,Heinz Ketchup
8187,books,1984
8188,clothing,Nike Air Max
8189,electronics,Samsung Galaxy S22
8190,clothing,North Face Jacket
8191,clothing,Patagonia Vest
8192,books,The Great Gatsby
8193,books,The Catcher in the Rye
8194,sports,Bauer Hockey Stick
8195,food,Pepsi
8196,electronics,Nintendo Switch
8197,sports,Titleist Golf Balls
8198,clothing,Patagonia Vest
8199,food,KitKat
8200,electronics,Fitbit Versa 3
8201,sports,Adidas Running Shoes
8202,clothing,Tommy Hilfiger Polo
8203,food,Pepsi
8204,sports,Mizuno Volleyball
8205,food,Lays Classic Chips
8206,electronics,Amazon Echo
8207,food,KitKat
8208,food,Coca-Cola
8209,clothing,Gap Sweater
8210,food,Nutella
8211,food,M&M’s
8212,clothing,Puma Sneakers
8213,food,Sprite
8214,electronics,Google Nest Hub
8215,books,To Kill a Mockingbird
8216,clothing,Tommy Hilfiger Polo
8217,food,Snickers Bar
8218,books,The Hobbit
8219,sports,Molten Handball
8220,sports,Titleist Golf Balls
8221,sports,Nike Soccer Ball
8222,books,Brave New World
8223,books,The Great Gatsby
8224,clothing,Under Armour Shorts
8225,books,Harry Potter
8226,food,Oreo Cookies
8227,books,Brave New World
8228,toys,Monopoly Board Game
8229,food,Lays Classic Chips
8230,food,Doritos
8231,books,The Great Gatsby
8232,clothing,Patagonia Vest
8233,toys,Monopoly Board Game
8234,toys,Rubik’s Cube
8235,food,Sprite
8236,books,Pride and Prejudice
8237,toys,Nerf Blaster
8238,toys,Barbie Dreamhouse
8239,books,Animal Farm
8240,food,Doritos
8241,clothing,Columbia Fleece
8242,clothing,Columbia Fleece
8243,books,Animal Farm
8244,books,1984
8245,books,War and Peace
8246,sports,Rawlings Baseball Glove
8247,food,Lays Classic Chips
8248,electronics,MacBook Pro
8249,sports,Yonex Badminton Racket
8250,sports,Speedo Swim Goggles
8251,toys,Crayola Art Set
8252,sports,Rawlings Baseball Glove
8253,books,1984
8254,electronics,MacBook Pro
8255,books,The Great Gatsby
8256,food,Nutella
8257,clothing,North Face Jacket
8258,toys,Monopoly Board Game
8259,books,War and Peace
8260,sports,Bauer Hockey Stick
8261,books,The Great Gatsby
8262,food,KitKat
8263,sports,Rawlings Baseball Glove
8264,books,The Da Vinci Code
8265,electronics,PlayStation 5
8266,toys,Barbie Dreamhouse
8267,clothing,Zara Dress
8268,books,The Da Vinci Code
8269,electronics,Dell XPS 13
8270,toys,Nerf Blaster
8271,sports,Nike Soccer Ball
8272,sports,Titleist Golf Balls
8273,sports,Franklin Baseball Bat
8274,books,1984
8275,electronics,Surface Pro 8
8276,toys,Crayola Art Set
8277,clothing,North Face Jacket
8278,books,The Alchemist
8279,toys,Barbie Dreamhouse
8280,sports,Spalding Basketball
8281,books,The Da Vinci Code
8282,clothing,Reebok Tracksuit
8283,electronics,PlayStation 5
8284,food,Lays Classic Chips
8285,food,Sprite
8286,clothing,Adidas T-shirt
8287,toys,Monopoly Board Game
8288,books,The Lord of the Rings
8289,food,Twix
8290,toys,Jenga
8291,electronics,Nintendo Switch
8292,electronics,Kindle Paperwhite
8293,books,Animal Farm
8294,electronics,MacBook Pro
8295,electronics,Sony WH-1000XM4
8296,electronics,Fitbit Versa 3
8297,sports,Mizuno Volleyball
8298,food,Sprite
8299,clothing,Reebok Tracksuit
8300,toys,Crayola Art Set
8301,books,War and Peace
8302,books,Pride and Prejudice
8303,clothing,Nike Air Max
8304,food,Red Bull
8305,sports,Wilson Tennis Racket
8306,food,Doritos
8307,toys,Play-Doh Set
8308,sports,Molten Handball
8309,clothing,Under Armour Shorts
8310,food,Pringles Original
8311,electronics,Samsung Galaxy S22
8312,sports,Nike Soccer Ball
8313,books,War and Peace
8314,electronics,Amazon Echo
8315,toys,Jenga
8316,clothing,Tommy Hilfiger Polo
8317,toys,Crayola Art Set
8318,books,War and Peace
8319,electronics,Apple Watch Series 7
8320,electronics,Sony WH-1000XM4
8321,toys,Beyblade
8322,clothing,Puma Sneakers
8323,food,KitKat
8324,books,The Catcher in the Rye
8325,sports,Franklin Baseball Bat
8326,toys,Nerf Blaster
8327,toys,Furby
8328,toys,Rubik’s Cube
8329,clothing,Patagonia Vest
8330,electronics,Nintendo Switch
8331,sports,Speedo Swim Goggles
8332,books,The Alchemist
8333,toys,Teddy Bear
8334,books,The Catcher in the Rye
8335,electronics,GoPro Hero 10
8336,electronics,Samsung Galaxy S22
8337,sports,Spalding Basketball
8338,food,Lays Classic Chips
8339,toys,Jenga
8340,clothing,Tommy Hilfiger Polo
8341,clothing,H&M Hoodie
8342,clothing,Adidas T-shirt
8343,clothing,Calvin Klein Underwear
8344,toys,Barbie Dreamhouse
8345,electronics,Sony WH-1000XM4
8346,toys,Monopoly Board Game
8347,sports,Franklin Baseball Bat
8348,food,Heinz Ketchup
8349,books,Animal Farm
8350,clothing,H&M Hoodie
8351,sports,Speedo Swim Goggles
8352,books,The Catcher in the Rye
8353,food,Lays Classic Chips
8354,food,KitKat
8355,sports,Rawlings Baseball Glove
8356,food,Nutella
8357,electronics,Amazon Echo
8358,sports,Wilson Tennis Racket
8359,sports,Bauer Hockey Stick
8360,food,Sprite
8361,clothing,Adidas T-shirt
8362,food,Snickers Bar
8363,electronics,MacBook Pro
8364,books,The Alchemist
8365,toys,Monopoly Board Game
8366,toys,Barbie Dreamhouse
8367,electronics,PlayStation 5
8368,sports,Trek Mountain Bike
8369,toys,UNO Cards
8370,electronics,Samsung Galaxy S22
8371,electronics,iPhone 14
8372,clothing,Puma Sneakers
8373,toys,Jenga
8374,electronics,Nintendo Switch
8375,books,Dune
8376,books,Moby Dick
8377,electronics,Canon EOS R5
8378,sports,Everlast Boxing Gloves
8379,toys,Monopoly Board Game
8380,electronics,Sony WH-1000XM4
8381,toys,Furby
8382,electronics,MacBook Pro
8383,clothing,Uniqlo Shirt
8384,toys,Furby
8385,food,Heinz Ketchup
8386,food,Snickers Bar
8387,food,KitKat
8388,clothing,H&M Hoodie
8389,sports,Wilson Tennis Racket
8390,books,Pride and Prejudice
8391,clothing,Under Armour Shorts
8392,food,Nutella
8393,toys,UNO Cards
8394,books,Pride and Prejudice
8395,books,1984
8396,food,Doritos
8397,clothing,Patagonia Vest
8398,electronics,Kindle Paperwhite
8399,electronics,Sony WH-1000XM4
8400,books,The Great Gatsby
8401,food,Sprite
8402,food,KitKat
8403,electronics,Nintendo Switch
8404,toys,Rubik’s Cube
8405,sports,Rawlings Baseball Glove
8406,food,Peanut Butter
8407,toys,Hot Wheels Track
8408,sports,Wilson Tennis Racket
8409,toys,Jenga
8410,sports,Nike Soccer Ball
8411,toys,Rubik’s Cube
8412,electronics,MacBook Pro
8413,clothing,Tommy Hilfiger Polo
8414,books,The Great Gatsby
8415,toys,Lego Classic Set
8416,electronics,Amazon Echo
8417,electronics,MacBook Pro
8418,food,Nutella
8419,books,Harry Potter
8420,sports,Rawlings Baseball Glove
8421,sports,Titleist Golf Balls
8422,sports,Salomon Ski Boots
8423,clothing,Zara Dress
8424,sports,Franklin Baseball Bat
8425,food,Red Bull
8426,clothing,Tommy Hilfiger Polo
8427,toys,Play-Doh Set
8428,books,The Lord of the Rings
8429,electronics,Nintendo Switch
8430,food,Red Bull
8431,books,Pride and Prejudice
8432,clothing,Gap Sweater
8433,toys,Transformers Action Figure
8434,toys,Barbie Dreamhouse
8435,food,Red Bull
8436,sports,Rawlings Baseball Glove
8437,electronics,Amazon Echo
8438,clothing,Puma Sneakers
8439,toys,Beyblade
8440,sports,Bauer Hockey Stick
8441,toys,Hot Wheels Track
8442,toys,RC Car
8443,electronics,PlayStation 5
8444,clothing,Zara Dress
8445,clothing,Gap Sweater
8446,sports,Franklin Baseball Bat
8447,food,Peanut Butter
8448,books,The Hobbit
8449,sports,Adidas Running Shoes
8450,books,Dune
8451,toys,Lego Classic Set
8452,clothing,Tommy Hilfiger Polo
8453,toys,Crayola Art Set
8454,electronics,Sony WH-1000XM4
8455,books,Brave New World
8456,clothing,Calvin Klein Underwear
8457,food,M&M’s
8458,clothing,Patagonia Vest
8459,clothing,Uniqlo Shirt
8460,clothing,Puma Sneakers
8461,clothing,Under Armour Shorts
8462,sports,Trek Mountain Bike
8463,toys,Transformers Action Figure
8464,sports,Franklin Baseball Bat
8465,toys,Monopoly Board Game
8466,food,Pepsi
8467,sports,Franklin Baseball Bat
8468,electronics,Dell XPS 13
8469,books,Dune
8470,food,Red Bull
8471,clothing,Reebok Tracksuit
8472,clothing,Puma Sneakers
8473,clothing,Adidas T-shirt
8474,electronics,Kindle Paperwhite
8475,food,Lays Classic Chips
8476,books,Harry Potter
8477,books,The Hobbit
8478,clothing,Tommy Hilfiger Polo
8479,clothing,Uniqlo Shirt
8480,clothing,Zara Dress
8481,toys,Rubik’s Cube
8482,clothing,Zara Dress
8483,sports,Salomon Ski Boots
8484,clothing,Calvin Klein Underwear
8485,clothing,Columbia Fleece
8486,sports,Mizuno Volleyball
8487,sports,Everlast Boxing Gloves
8488,books,The Catcher in the Rye
8489,food,Doritos
8490,toys,Monopoly Board Game
8491,books,Dune
8492,books,To Kill a Mockingbird
8493,food,Peanut Butter
8494,food,M&M’s
8495,clothing,Tommy Hilfiger Polo
8496,food,Snickers Bar
8497,clothing,Reebok Tracksuit
8498,clothing,Zara Dress
8499,electronics,PlayStation 5
8500,toys,RC Car
8501,toys,Lego Classic Set
8502,sports,Yonex Badminton Racket
8503,books,Moby Dick
8504,electronics,Nintendo Switch
8505,food,Pepsi
8506,clothing,Patagonia Vest
8507,clothing,Under Armour Shorts
8508,electronics,PlayStation 5
8509,toys,Jenga
8510,sports,Bauer Hockey Stick
8511,toys,Jenga
8512,toys,Hot Wheels Track
8513,electronics,Dell XPS 13
8514,food,Snickers Bar
8515,toys,Transformers Action Figure
8516,sports,Bauer Hockey Stick
8517,sports,Spalding Basketball
8518,books,Pride and Prejudice
8519,sports,Yonex Badminton Racket
8520,books,The Lord of the Rings
8521,clothing,North Face Jacket
8522,clothing,Uniqlo Shirt
8523,sports,Mizuno Volleyball
8524,toys,Jenga
8525,clothing,Uniqlo Shirt
8526,books,The Hobbit
8527,sports,Molten Handball
8528,sports,Spalding Basketball
8529,sports,Adidas Running Shoes
8530,food,Heinz Ketchup
8531,books,The Alchemist
8532,electronics,Kindle Paperwhite
8533,food,Peanut Butter
8534,food,KitKat
8535,toys,Teddy Bear
8536,food,Sprite
8537,clothing,Tommy Hilfiger Polo
8538,toys,Hot Wheels Track
8539,food,Red Bull
8540,clothing,H&M Hoodie
8541,food,Peanut Butter
8542,sports,Molten Handball
8543,books,To Kill a Mockingbird
8544,books,Dune
8545,clothing,Adidas T-shirt
8546,books,Dune
8547,sports,Speedo Swim Goggles
8548,sports,Bauer Hockey Stick
8549,food,M&M’s
8550,electronics,Fitbit Versa 3
8551,electronics,Google Nest Hub
8552,clothing,Reebok Tracksuit
8553,sports,Adidas Running Shoes
8554,books,The Catcher in the Rye
8555,electronics,Amazon Echo
8556,books,To Kill a Mockingbird
8557,food,Nutella
8558,sports,Molten Handball
8559,clothing,Adidas T-shirt
8560,food,Snickers Bar
8561,toys,UNO Cards
8562,sports,Nike Soccer Ball
8563,electronics,Nintendo Switch
8564,food,Pringles Original
8565,clothing,Uniqlo Shirt
8566,clothing,Adidas T-shirt
8567,clothing,Tommy Hilfiger Polo
8568,toys,Transformers Action Figure
8569,sports,Franklin Baseball Bat
8570,clothing,North Face Jacket
8571,books,Dune
8572,sports,Speedo Swim Goggles
8573,electronics,Surface Pro 8
8574,clothing,Tommy Hilfiger Polo
8575,clothing,Puma Sneakers
8576,clothing,Patagonia Vest
8577,clothing,Adidas T-shirt
8578,sports,Yonex Badminton Racket
8579,toys,Teddy Bear
8580,electronics,Google Nest Hub
8581,clothing,Under Armour Shorts
8582,clothing,Tommy Hilfiger Polo
8583,clothing,Tommy Hilfiger Polo
8584,sports,Yonex Badminton Racket
8585,electronics,Google Nest Hub
8586,toys,Barbie Dreamhouse
8587,books,Brave New World
8588,toys,Barbie Dreamhouse
8589,electronics,Surface Pro 8
8590,books,Harry Potter
8591,sports,Spalding Basketball
8592,books,The Hobbit
8593,clothing,Adidas T-shirt
8594,food,Lays Classic Chips
8595,toys,Monopoly Board Game
8596,books,The Lord of the Rings
8597,electronics,Amazon Echo
8598,toys,Monopoly Board Game
8599,sports,Titleist Golf Balls
8600,sports,Titleist Golf Balls
8601,sports,Speedo Swim Goggles
8602,toys,Teddy Bear
8603,books,The Alchemist
8604,toys,Nerf Blaster
8605,books,Animal Farm
8606,food,KitKat
8607,food,Snickers Bar
8608,toys,Transformers Action Figure
8609,toys,Teddy Bear
8610,food,Oreo Cookies
8611,food,Nutella
8612,food,Red Bull
8613,electronics,MacBook Pro
8614,food,Snickers Bar
8615,toys,Rubik’s Cube
8616,clothing,Reebok Tracksuit
8617,sports,Salomon Ski Boots
8618,sports,Molten Handball
8619,electronics,Kindle Paperwhite
8620,food,M&M’s
8621,food,Red Bull
8622,toys,Transformers Action Figure
8623,food,Oreo Cookies
8624,toys,Play-Doh Set
8625,clothing,North Face Jacket
8626,toys,Teddy Bear
8627,toys,Barbie Dreamhouse
8628,electronics,Surface Pro 8
8629,clothing,Reebok Tracksuit
8630,electronics,iPhone 14
8631,electronics,GoPro Hero 10
8632,clothing,Levi’s Jeans
8633,books,The Lord of the Rings
8634,sports,Wilson Tennis Racket
8635,clothing,Levi’s Jeans
8636,sports,Trek Mountain Bike
8637,electronics,MacBook Pro
8638,electronics,Surface Pro 8
8639,sports,Franklin Baseball Bat
8640,electronics,Amazon Echo
8641,sports,Wilson Tennis Racket
8642,sports,Rawlings Baseball Glove
8643,toys,RC Car
8644,toys,Monopoly Board Game
8645,toys,Hot Wheels Track
8646,toys,Lego Classic Set
8647,sports,Everlast Boxing Gloves
8648,toys,Crayola Art Set
8649,food,Doritos
8650,electronics,Amazon Echo
8651,sports,Everlast Boxing Gloves
8652,toys,UNO Cards
8653,food,KitKat
8654,toys,Crayola Art Set
8655,sports,Yonex Badminton Racket
8656,food,Pringles Original
8657,food,Pepsi
8658,clothing,Tommy Hilfiger Polo
8659,electronics,Fitbit Versa 3
8660,sports,Mizuno Volleyball
8661,sports,Yonex Badminton Racket
8662,sports,Nike Soccer Ball
8663,clothing,Levi’s Jeans
8664,books,The Catcher in the Rye
8665,sports,Adidas Running Shoes
8666,electronics,GoPro Hero 10
8667,clothing,Reebok Tracksuit
8668,toys,Hot Wheels Track
8669,toys,Teddy Bear
8670,sports,Molten Handball
8671,toys,Beyblade
8672,clothing,Adidas T-shirt
8673,electronics,Canon EOS R5
8674,electronics,Nintendo Switch
8675,toys,Barbie Dreamhouse
8676,books,The Da Vinci Code
8677,food,Lays Classic Chips
8678,toys,Crayola Art Set
8679,toys,Barbie Dreamhouse
8680,toys,Monopoly Board Game
8681,books,The Da Vinci Code
8682,clothing,Under Armour Shorts
8683,books,The Catcher in the Rye
8684,toys,UNO Cards
8685,toys,Furby
8686,sports,Mizuno Volleyball
8687,clothing,Calvin Klein Underwear
8688,electronics,Apple Watch Series 7
8689,electronics,Google Nest Hub
8690,sports,Nike Soccer Ball
8691,electronics,Amazon Echo
8692,clothing,H&M Hoodie
8693,clothing,Puma Sneakers
8694,electronics,Samsung Galaxy S22
8695,clothing,Under Armour Shorts
8696,toys,Nerf Blaster
8697,clothing,Nike Air Max
8698,toys,Barbie Dreamhouse
8699,food,Sprite
8700,food,Pringles Original
8701,toys,Jenga
8702,food,Snickers Bar
8703,clothing,Reebok Tracksuit
8704,books,The Great Gatsby
8705,electronics,Dell XPS 13
8706,food,Peanut Butter
8707,toys,UNO Cards
8708,clothing,H&M Hoodie
8709,toys,Monopoly Board Game
8710,books,Pride and Prejudice
8711,books,Moby Dick
8712,books,Brave New World
8713,clothing,Patagonia Vest
8714,food,Doritos
8715,books,Harry Potter
8716,toys,Monopoly Board Game
8717,electronics,Kindle Paperwhite
8718,clothing,Zara Dress
8719,books,The Lord of the Rings
8720,food,Pepsi
8721,books,To Kill a Mockingbird
8722,food,Oreo Cookies
8723,toys,Transformers Action Figure
8724,books,Harry Potter
8725,toys,Lego Classic Set
8726,food,Twix
8727,toys,Monopoly Board Game
8728,clothing,Zara Dress
8729,clothing,Calvin Klein Underwear
8730,electronics,GoPro Hero 10
8731,food,Pepsi
8732,toys,UNO Cards
8733,sports,Bauer Hockey Stick
8734,toys,Furby
8735,sports,Franklin Baseball Bat
8736,toys,Nerf Blaster
8737,electronics,iPhone 14
8738,toys,Barbie Dreamhouse
8739,electronics,GoPro Hero 10
8740,food,Nutella
8741,sports,Everlast Boxing Gloves
8742,electronics,Samsung Galaxy S22
8743,clothing,Nike Air Max
8744,electronics,Canon EOS R5
8745,books,Pride and Prejudice
8746,food,Lays Classic Chips
8747,books,The Da Vinci Code
8748,books,The Alchemist
8749,electronics,Nintendo Switch
8750,books,The Catcher in the Rye
8751,toys,Hot Wheels Track
8752,food,Lays Classic Chips
8753,food,KitKat
8754,food,Heinz Ketchup
8755,electronics,Apple Watch Series 7
8756,food,Oreo Cookies
8757,clothing,Reebok Tracksuit
8758,books,Dune
8759,sports,Spalding Basketball
8760,books,The Hobbit
8761,sports,Yonex Badminton Racket
8762,food,Peanut Butter
8763,books,Brave New World
8764,books,The Lord of the Rings
8765,clothing,H&M Hoodie
8766,sports,Molten Handball
8767,clothing,Puma Sneakers
8768,food,Twix
8769,food,Pringles Original
8770,books,The Alchemist
8771,clothing,Gap Sweater
8772,sports,Everlast Boxing Gloves
8773,food,Doritos
8774,sports,Molten Handball
8775,clothing,Levi’s Jeans
8776,electronics,Kindle Paperwhite
8777,food,Pepsi
8778,toys,Transformers Action Figure
8779,clothing,North Face Jacket
8780,food,Red Bull
8781,clothing,Adidas T-shirt
8782,toys,Transformers Action Figure
8783,toys,Lego Classic Set
8784,books,War and Peace
